NAME,QTY,RETAIL,DEALER,CURRENT_COST
"Сетевой фильтр SVEN SF-05E 1.0 (5 Euro Sockets, 1.0m, Black, 2300W)",5,5.92,5.3,4.38
"Сетевой фильтр SVEN SF-05LU 1.8 (5 Euro Sockets, 2xUSB (2.4А), 1.8m, Black, 2300W)",3,14.8,13,10.96
"Сетевой фильтр SVEN SF-05LU 3.0 (5 Euro Sockets, 2xUSB (2.4А), 3.0m, Black, 2300W)",4,16.89,14.8,12.51
"Сетевой фильтр SVEN SF-06E 3.0 (6 Euro Sockets, 3.0m, Black, 2300W)",1,7.49,6.8,5.55
"Сетевой фильтр SVEN SF-06E 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)",4,9.23,8.3,6.83
"Сканер штрих-кодов Deli E14953W 1D (USB, беспроводной, черный)",1,35,35.5,30.43
"Смарт-браслет Smarterra FitMaster 5 SMFT-05WBL (IPS, Color, White)",1,22.96,20,19.13
"Смарт-часы Digma Smartline D2E (1.3"", Black)",2,24.35,15,24.35
"Смарт-часы Smarterra FitMaster Aura FMAUR (1.3"" IPS, Red)",1,14.87,9,13.52
"Смарт-часы Smarterra Zen SMZORG (0.96"", Orange)",2,11.27,7,10.25
Соединитель Lanmaster TWT-SLC-UY2 (100PCS),5,3.94,4,3.28
"Соединитель Ugreen NW162 (Cat.6, Unshielded)",2,2.89,2.5,1.93
"Стол для проектора Cactus CS-VM-PT01 (424x374mm, height 675-1000mm, max. 10kg, floor stand, Black)",2,77.04,65.5,45.32
Стол игровой Genesis NDS-1550 Holm 300 RGB (Black),6,196.21,175,147.43
Стол игровой Genesis NDS-1606 Holm 200 RGB (Black),3,161.5,135,107.67
"Сумка для ноутбука 10.2"" Belkin Нетбук Carry Case F8N161EAJIR (Jetset Red)",5,28.51,20.5,16.77
"Сумка для ноутбука 11.6"" Golla DIP G1163 (Lime Green)",1,23.7,0,13.94
"Сумка для ноутбука 13.3"" Canyon CNL-NB08J",4,8.93,0,5.25
"Сумка для ноутбука 14"" RivaCase 7704 (Sleeve, Black)",2,13.17,12.7,10.13
"Сумка для ноутбука 14.1"" Manhattan Reversible 439350 (Purple/Cream)",9,5.15,5.5,3.03
"Сумка для ноутбука 15.4"" Belkin Laptop Hideaway F8N060EAKHK (Dove/Tarragon)",22,31.6,22.7,18.75
"Сумка для ноутбука 15.4"" IXA Montago S735BN (Multicolor)",1,41.56,27.5,24.44
"Сумка для ноутбука 15.4"" IXA Sleeves S852RD (Red)",1,8.93,7.7,5.25
"Сумка для ноутбука 15.4"" IXA Tango S740BN (Multicolor)",1,30.22,21.8,17.78
"Сумка для ноутбука 15.4"" Manhattan Chelsea Ladies 355001 (Black)",2,22.67,17,13.33
"Сумка для ноутбука 15.4"" Targus TLT059EU (Ladies Leather)",2,106.81,51,62.83
"Сумка для ноутбука 15.4"" Targus TSM05601EU (RS Vertical Messenger Blue/Teal)",1,35.37,24.8,20.81
"Сумка для ноутбука 15.6"" Digma R-270 (Black)",12,13.24,12.3,9.81
"Сумка для ноутбука 15.6"" Digma R-270 (Grey/Black)",12,13.24,12.3,9.81
"Сумка для ноутбука 15.6"" Innovation IT NT15 Black",1,11.47,10.5,6.75
"Сумка для ноутбука 15.6"" NATEC Beira NTO-2056 (Black)",147,13.51,12.5,10.01
"Сумка для ноутбука 15.6"" NATEC Doberman NTO-0768 (Black)",50,19.33,16.8,14.32
"Сумка для ноутбука 15.6"" Natec GOA NTO-2055 (Black)",107,12.24,10.3,8.16
"Сумка для ноутбука 15.6"" Natec IMPALA 2 NTO-2228 (Onyx Black)",142,13.39,11.8,8.93
"Сумка для ноутбука 15.6"" NATEC Nanger NTO-2027 (Black)",47,21.2,19.3,15.7
"Сумка для ноутбука 15.6"" Natec Taruca NTO-2031 (Black)",134,14.1,11.3,9.55
"Сумка для ноутбука 15.6"" Natec WALLAROO NTO-2051 (With wireless Mouse, Black)",148,16.33,14,11.09
"Сумка для ноутбука 15.6"" PC Pet PCPKB0115BN (Рюкзак, Brown/Orange)",4,9.54,6.3,4.77
"Сумка для ноутбука 17.3"" PC Pet 600D (PCP-A1317GY, Grey/Black)",2,14.09,11.7,9.39
Сумка для фотоаппарата Targus DCCP00 (Micro Camera Case),12,7.9,6.7,4.65
Сумка для фотоаппарата Targus TPT024EU (Elegant Small),8,9.96,8.4,5.86
Сумка для фотоаппарата Targus TPT025EU (Elegant Medium),7,11.68,9,6.87
"Сумка/Рюкзак для ноутбука 15.6"" Genesis PALLAD 410 NBG-1947 (Black)",5,27.31,25,23.75
"Сумка/Чехол для ноутбука 13.3"" Riva 7903 (Blue)",3,24.97,18.2,14.69
Телефон sPhone Hiper Card Black P-01BLK,3,14.92,9,14.92
Телефон sPhone Hiper Vinyl Black C-01BLK,5,22.38,9,22.38
"Термопаста Aerocool Baraf (1g, Syringe)",77,2.93,2.3,0.84
"Термопаста Aerocool Baraf-S (3.5g, Syringe)",1,5.09,4.3,2.63
"Термопаста Arctic MX-4 (20g, syringe)",3,15.18,12,8.93
"Термопаста Arctic MX-4 (45g, syringe)",15,26.82,21,15.78
"Термопаста Arctic MX-4 (8g, syringe)",15,7.15,5.8,3.53
"Термопаста Arctic MX-6 (2g, syringe)",5,4.33,3.5,2.89
"Термопаста Arctic MX-6 (4g, syringe + 5 x Cleaning wipes)",9,8.48,7.3,5.65
"Термопаста Arctic MX-6 (4g, syringe)",6,7.48,5.8,4.98
"Термопаста Arctic MX-6 (8g, syringe)",7,9.49,7.5,6.33
"Термопаста Deepcool Z5 (3g, Syringe)",6,7.37,5.8,3.68
"Термопаста ID-Cooling Frost X05 (5g, Syringe)",12,7.88,6.5,5.26
"Термопаста Zalman ZM-STC9 (3.5g, Syringe)",1,11.62,10.8,8.94
"Термопрокладка Ice Shark (100x100mm, 1.0mm, 20W/mK)",2,0,0,11.54
"Термопрокладка Ice Shark (100x100mm, 1.5mm, 20W/mK)",2,19.02,0,14.1
"Термопрокладка Ice Shark (100x100mm, 2.0mm, 20W/mK)",2,20.73,0,16.67
"Термопрокладка Ice Shark (100x50mm, 2.5mm, 18W/mK)",2,0,0,8.97
"Точка доступа/Router Asus RP-N12 (N300, Repeater)",1,33.47,30.5,27.89
"Точка доступа/Router ASUS RT-AX52 (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)",3,50.12,43.8,41.77
"Точка доступа/Router ASUS RT-AX53U (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)",4,61.25,55,51.04
Точка доступа/Router D-Link DIR-825/AC/G1A (10/100/1000),1,48.17,45.5,43.79
"Точка доступа/Router MikroTik RB2011UIAS-RM (10/100/1000, SFP, Black)",1,142.42,126.7,109.56
Точка доступа/Router MikroTik RB4011iGS+RM,1,306.08,262,226.73
Точка доступа/Router MikroTik RB750GR3 (10/100/1000),2,80.13,69,60.53
"Точка доступа/Router MikroTik RB750UPR2 hEX POE lite (10/100, White)",1,74.76,67,55.38
"Точка доступа/Router MikroTik RB760IGS HEX S (10/100/1000, SFP)",4,97.4,91.5,77.71
"Точка доступа/Router MikroTik RB941-2ND (10/100, White)",2,32.43,30,25.95
"Точка доступа/Router MikroTik RB941-2ND-TC (10/100, White)",5,32.43,30,25.95
"Точка доступа/Router TP-Link Archer AX10 (AX1500, 10/100/1000)",8,83.32,73,64.09
"Точка доступа/Router TP-Link Archer AX55 (AX3000, 10/100/1000)",1,122.1,108.5,98.84
"Точка доступа/Router TP-Link Archer AX6000 (AX6000, 10/100/1000)",1,396.49,336,317.19
"Точка доступа/Router TP-Link Archer AX72 (AX5400, 10/100/1000)",2,154.63,135.5,114.54
"Точка доступа/Router TP-Link Archer AX73 (AX5400, 10/100/1000)",5,191.12,172,152.9
"Точка доступа/Router TP-Link Archer C20 (AC733, 3G support)",16,33.95,28,26.09
Точка доступа/Router TP-Link Archer C50 (AC1200),11,35.58,31,26.36
Точка доступа/Router TP-Link Archer C60 (AC1350),18,42.82,37,31.72
Точка доступа/Router TP-Link Archer C80 (AC1900),4,68.92,61,55.13
"Точка доступа/Router TP-Link Archer MR200 AC750 (Dual, 3G/4G, Sim)",8,100.6,88,74.52
"Точка доступа/Router TP-Link Archer MR505 AC1200 (4G LTE, 10/100/1000 Cat.6)",10,107.02,92,79.27
"Точка доступа/Router TP-Link Archer MR600 AC1200 (4G LTE, 10/100/1000 Cat.6)",3,174.08,154.5,137.3
Точка доступа/Router TP-Link CPE-510 (802.11n),1,79.23,67.5,60.95
"Точка доступа/Router TP-Link Deco E4 (Mesh, 2xPack, AC1200, 10/100)",3,116.23,103.5,89.41
"Точка доступа/Router TP-Link Deco E4 (Mesh, 3xPack, AC1200, 10/100)",1,136.62,122,106.6
"Точка доступа/Router TP-Link Deco M4 (Mesh, 1xPack, AC1200, 10/100/1000)",3,78.99,74,60.76
Точка доступа/Router TP-Link EAP-245 (802.11n),2,138.86,119,102.86
Точка доступа/Router TP-Link M7200 4G LTE Mobile Wi-Fi,1,84.89,73,62.88
Точка доступа/Router TP-Link M7350 (4G),1,104.58,90,77.46
Точка доступа/Router TP-Link MERCUSYS MW325R,9,23.55,19.3,17.45
"Точка доступа/Router TP-Link RE205 (AC750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)",9,35.11,30.5,26
"Точка доступа/Router TP-Link RE305 (AC1200, Repeater, Powerline, up to 1200Mbps)",1,47.8,42.5,36.45
"Точка доступа/Router TP-Link RE450 (AC1750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)",10,77.36,66.8,57.3
Точка доступа/Router TP-Link TL-MR3420 (3G/4G),3,36.11,31.5,26.75
Точка доступа/Router TP-Link TL-WA801N (802.11n),11,31.29,27,23.17
"Точка доступа/Router TP-Link TL-WA855RE (N300, Repeater, Powerline)",19,28.01,24.3,20.84
"Точка доступа/Router TP-Link TL-WA860RE (N300, Repeater, Powerline)",18,30.35,26,22.48
Точка доступа/Router TP-Link TL-WR840N (802.11n),14,23.24,19.7,16.92
Точка доступа/Router TP-Link TL-WR841N (802.11n),8,25.67,23,19.3
Точка доступа/Router TP-Link TL-WR844N (802.11n),34,18.73,16.3,13.87
Точка доступа/Router Ubiquiti ISP (LTU-LR),2,196.4,185,178.55
Точка доступа/Router Ubiquiti ISP (LTU-PRO),1,256.13,245,232.84
Удлинитель LANBERG CA-C13E-10CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,39,4.55,3,2.13
Удлинитель LANBERG CA-C13E-11CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,135,3.93,3.5,2.62
Удлинитель LANBERG CA-C13E-11CC-0050-BK POWER SUPPLY CABLE IEC 320 C13-> C14 5.0M BLACK,50,8.8,7.3,5.87
Удлинитель LANBERG CA-C14E-10CC-0018-BK POWER SUPPLY CABLE IEC 320 C14->SCHUKO(F) 20CM BLACK,1,6.76,5,3.99
Удлинитель LANBERG CA-US3E-10CC-0018-B CABLE USB 3.0 AM-AF BLUE 1.8M,51,4.03,3,2.32
Удлинитель LANBERG CA-USBE-10CC-0018-BK CABLE USB 2.0 AM-AF BLACK 1.8M,417,1.97,1.5,0.99
Удлинитель LANBERG CA-USBE-10CC-0030-B CABLE USB 2.0 AM-AF 2.0 BLUE 3M,19,4.68,4,3.12
Удлинитель LANBERG CA-USBE-10CC-0030-BK CABLE USB 2.0 AM-AF 2.0 BLACK 3M,100,2.56,2,1.28
Удлинитель LANBERG CA-USBE-10CC-0050-BK CABLE USB 2.0 AM-AF BLACK 5M,50,3.62,2.5,1.81
Удлинитель LANBERG CA-VGAC-10CC-0018-B+ CABLE VGA HD15M/HD15F DUAL-SHIELDED 2*FERRITE BLACK 1.8M,57,3.85,3,2.15
"Удлинитель Ugreen 10387 USB-C/M to USB-C/F Gen2 Extension Cable (5A, 1M, Black)",1,14.73,12.5,9.82
Умная розетка Xiaomi Mija Mi Smart (White),1,23.24,19.5,16.48
"Флешка USB 128GB Kingston DataTraveler 70 (USB-C, Black)",25,9.3,8.5,6.65
"Флешка USB 128GB Kingston DataTraveler 80M (USB-C, Black)",4,13.37,12.3,10.28
"Флешка USB 128GB Kingston DataTraveler Exodia (USB 3.2, Black)",14,12,9.3,7.07
"Флешка USB 128GB Kingston DataTraveler MicroDUO 3C Dual (USB 3.2 + USB-C, Purple)",5,17.48,15,13.36
"Флешка USB 128GB Patriot PE128GR550DSAD RAGE R550 (USB-C/USB 3.2, Dark Shadow)",16,12.23,11.7,9.06
"Флешка USB 128GB Patriot PEF128GRLB32U SS RAGE (USB 3.2, Black)",25,12.03,9.7,8.02
"Флешка USB 128GB Patriot PEF128GSRE3USB SS RAGE (USB 3.0, Black)",1,13.3,11.8,9.5
"Флешка USB 128GB Patriot PSF128GBITB32U BIT (USB 3.2, Black)",2,17.33,14,10.83
"Флешка USB 128GB Patriot PSF128GT300DS3U TAB300 (USB 3.2, Dark Shadow)",33,10.42,9.3,7.44
"Флешка USB 128GB Patriot PSF128GX3B3U XPORTER 3 Slider (USB 3.2, Black)",16,10.2,9.3,7.56
"Флешка USB 128GB Patriot PSF128GXRB3U Xporter Core (USB 3.2, Black)",39,8.66,8,5.77
"Флешка USB 128GB Samsung Bar Plus (USB 3.1, Titan Grey)",1,29.97,26.5,21.8
"Флешка USB 128GB Samsung USB Type-C (USB-C, Blue)",2,29.97,25.8,21.29
"Флешка USB 256GB Kingston DataTraveler 80M (USB-C, Black)",8,23.94,20.8,18.42
"Флешка USB 256GB Kingston DataTraveler Exodia (USB 3.2, Black)",8,23.35,18.7,16.33
"Флешка USB 256GB Kingston DataTraveler Exodia Onyx (USB 3.2, Black)",2,23.69,18.8,16.31
"Флешка USB 256GB Patriot PEF256GRGPB32U SS Rage Pro (USB 3.2, Black)",3,49.38,45.5,39.51
"Флешка USB 256GB Patriot PEF256GRLB32U SS Rage Lite (USB 3.2, Black)",7,19.59,17,14.55
"Флешка USB 256GB Patriot PSF256GX3B3U XPORTER 3 Slider (USB 3.2, Black)",8,19.87,16.7,14.72
"Флешка USB 256GB Samsung Bar Plus (USB 3.1, Titan Grey)",4,49.11,41.5,32.74
"Флешка USB 32GB Patriot PEF32GRLB32U SS RAGE LITE (USB 3.2, Black)",1,5.16,4.3,3.46
"Флешка USB 32GB Patriot PSF32GX3B3U XPORTER 3 Slider (USB 3.2, Black)",14,4.68,4,3.12
"Флешка USB 64GB Kingston DataTraveler 70 (USB-C, Black)",9,6.87,5.8,4.58
"Флешка USB 64GB Kingston DataTraveler 80 (USB-C, Black)",1,12.62,11,9.01
"Флешка USB 64GB Kingston DataTraveler 80M (USB-C, Black)",8,9.21,7.8,6.14
"Флешка USB 64GB Kingston DataTraveler Exodia (USB 3.2, Black)",4,7.67,5.8,4.51
"Флешка USB 64GB Kingston DataTraveler Exodia M (USB 3.2, Black)",18,7.63,5.8,4.49
"Флешка USB 64GB Kingston DataTraveler Exodia Onyx (USB 3.2, Black)",11,7.78,6.7,4.01
"Флешка USB 64GB Kingston DataTraveler MicroDUO 3C Dual  (USB 3.2 + USB-C, Purple)",1,14.32,11.7,9.55
"Флешка USB 64GB Patriot PEF64GRLB32U SS RAGE LITE (USB 3.2, Black)",35,6.27,5.7,5.09
"Флешка USB 64GB Patriot PEF64GSBUSB SUPERSONIC BOOST (USB 3.0, 150/30, Black)",2,15.24,13.7,11.73
"Флешка USB 64GB Patriot PEF64GTRI3USB Trinity (USB 3.1, USB-C, USB Micro-B)",1,16.64,14.3,13.32
"Флешка USB 64GB Patriot PSF64GT300DS3U TAB300 (USB 3.2, Dark Shadow)",16,6.79,6,4.53
"Флешка USB 64GB Samsung Bar Plus (USB 3.1, Silver)",4,18.88,16.8,13.73
"Флешка USB 64GB Samsung FIT Plus (USB 3.1, Black)",7,19.36,16,12.07
Чистящие средства пневматический очиститель Cactus CS-AIR400,80,4.8,3.7,2.19
Чистящие средства пневматический очиститель Cactus CS-AIR750,37,6.97,5.7,3.75
Чистящий спрей Cactus CS-WB250,12,2.4,2,2
"Шкаф настенный LANBERG FF01-8842-12B 19"" FREE-STANDING RACK 42U/800X800 FLAT PACK BLACK",1,1020.34,877,728.82
"Шкаф настенный LANBERG FF02-6637L-23B 19"" WALL-MOUNTED RACK 37U/600X600 DEMOUNTED FLAT PACK WITH MESH DOOR BLACK",1,504.11,470,438.35
"Шкаф настенный LANBERG WF01-6404-10B 19"" WALL-MOUNTED RACK 4U/600X450 DEMOUNTED FLAT PACK BLACK",3,121.28,105,87.34
"Шкаф настенный LANBERG WF01-6406-10B 19"" WALL-MOUNT RACK 6U/600X450 FLAT PACK BLACK V2",1,153.16,121,79.83
"Шкаф настенный LANBERG WF01-6418-10S 19"" WALL-MOUNT RACK 18U/600X450 FLAT PACK GREY V2",3,223.25,201,159.46
"Шкаф настенный LANBERG WF02-6606-10B 19"" WALL-MOUNTED DOUBLE SECTION RACK 6U/600X600 DEMOUNTED FLAT PACK BLACK",1,169.76,141,109.52
"Шкаф настенный LANBERG WFFA-5606-10S 19"" WALL-MOUNTED RACK 6U/570X600 FLAT PACK GREY",1,190.89,169,127.26
"Шкаф полка LANBERG AK-1002-B (19"" FIXED SHELF 1U/465X300mm, Max load 120kg, Black)",3,14.08,13,10.06
"Шкаф полка LANBERG AK-1003-B (19"" FIXED SHELF 1U/465X515mm, Max load 120kg, Black)",4,17.56,16.5,14.63
"Шредер Buro Home BU-S050C (5 list, 13ltr, pl.cards)",2,67.16,58,47.97
"Шредер Buro Home BU-S601S (6 list, 10ltr, pl.cards)",2,32.53,28.5,23.23
"Шурупы LANBERG AK-1303-S 19"" MOUNTING SCREWS SET 20PCS",11,4.2,3.7,2.8
"Экран для проектора ANC Manual Screen M180x180 (180x180cm, 1:1, настенный)",19,87.07,70,37.85
"Экран для проектора ANC Manual Screen M200x200 (200x200cm, 1:1, настенный)",11,102.94,80,44.76
"Экран для проектора ANC Manual Screen M240x180 (240x180cm, 1:1, настенный)",10,130.6,98,56.78
"Экран для проектора Cactus Motoscreen CS-PSM-183x244 (183x244cm, 4:3, wall, motorized, remote)",1,187.99,146,85.45
"Экран для проектора Cactus Wallscreen CS-PSW-104x186 (104x186cm, 16:9, настенный)",5,121.89,92.5,60.94
"Экран для проектора Cactus Wallscreen CS-PSW-150x150 (150x150cm, 1:1, настенный)",2,80.97,70,46.86
"Экран для проектора Cactus Wallscreen CS-PSW-183x244 (183x244cm, 4:3, настенный)",1,163.87,129,96.4
"Экран для проектора Cactus Wallscreen CS-PSW-213x213 (213x213cm, 1:1, настенный)",1,152.08,117,81.73
Экшн-камера Digma DiCam 235 (Black),1,29.36,28.5,26.69
