"Product","Stock","Transit","Sold (30d)","Order Qty","Last Supplier","Last Price","Current Cost","Expected Profit","Margin %","Stock-Out Days","Priority Score","Priority","Sales Period","Transit Time"
"Кулер ID-Cooling DK-071 RAINBOW (Socket 1700, PWM, 4-pin, 14.2-25.6dB, TDP up to 125w)","2","0","0","0","""IT Trading""","$8.87","$8.87","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling DK-19 PWM (Socket 1700, PWM, 4-pin, 14-26dB, TDP up to 95w)","1","0","0","0","Unknown","$0.00","$6.05","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-224-XTS ARGB (Universal socket INTEL/AMD, PWM, TDP up to 220w)","1","0","0","0","""IT Trading""","$18.85","$18.85","$0.00","0.0%","∞","13.1","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-226-XT BLACK (Universal socket INTEL/AMD, PWM, TDP up to 250w)","9","0","0","0","""IT Trading""","$33.74","$34.01","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-903-SD V3 (Universal socket INTEL/AMD, TDP up to 130w)","5","0","0","0","""IT Trading""","$9.43","$9.42","$0.00","0.0%","∞","14.5","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-903-XT (Universal socket INTEL/AMD, PWM, TDP up to 130w)","2","0","1","0","""IT Trading""","$11.91","$11.91","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Кулер XYZ Thermax 4 Black (Universal socket INTEL/AMD, PWM, 4x copper heat pipes, X-AC-THERB4)","3","0","18","15","""XYZ""","$13.59","$17.84","$69.90","26.1%","5","84.8","CRITICAL","30d","4 weeks (1x)"
"Кулер XYZ Thermax 4 Pulsar Black (Universal socket INTEL/AMD, PWM, 4x copper heat pipes, X-AC-THERPULB4)","1","0","30","29","""XYZ""","$16.98","$22.29","$0.00","0.0%","1","79","CRITICAL","30d","4 weeks (1x)"
"Кулер XYZ Thermax 6 Black (Universal socket INTEL/AMD, PWM, 6x copper heat pipes, X-AC-THERB6)","25","0","1","0","""XYZ""","$15.85","$20.81","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер XYZ Thermax 6 DUO Black (Universal socket INTEL/AMD, PWM, 12x copper heatpipes, X-AC-THERDUOB6)","1","0","5","4","""XYZ""","$25.92","$34.03","$0.00","0.0%","5.9","72.7","CRITICAL","30d","4 weeks (1x)"
"Кулер XYZ Thermax 6 Pulsar Black (Universal socket INTEL/AMD, PWM, 6x copper heat pipes, X-AC-THERPULB6)","24","0","3","0","""XYZ""","$19.25","$25.27","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CoolMate SX-F211 (120x120x25, 1200 RPM, RGB)","954","0","2","0","""STANLEY SHENZHEN COMPANY""","$1.38","$2.10","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1210 (120x120x25, 1500rpm, 35CFM, 20Db, RED Backlight)","11","0","0","0","Unknown","$0.00","$2.69","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1213 (120x120x25, 1500rpm, 35CFM, 20Db, ORANGE Backlight)","24","0","1","0","Unknown","$0.00","$2.82","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-14025S-1400 (140x140x25, 800-1300rpm, 56CFM, 27Db)","7","0","1","0","Unknown","$0.00","$2.48","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-8025S-800 (80x80x25, 2000rpm, 40CFM, 28Db)","15","0","2","0","Unknown","$0.00","$1.43","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса CrownMicro CMCF-9225S-920 (92x92x25, 800-1800rpm, 27CFM, 22.5Db)","7","0","0","0","Unknown","$0.00","$1.18","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса ID-Cooling AS-120-ARGB-K TRIO 3-Pack (120x120x25mm, 300-2000rpm, 58CFM, 27.2Db)","2","0","7","5","""IT Trading""","$11.85","$11.85","$40.75","68.8%","8.7","63.9","HIGH","30d","4 weeks (1x)"
"Кулер вентилятор для корпуса ID-Cooling ZF-14025-ARGB (140x140x25, 17-37Db, LED)","7","0","0","0","Unknown","$0.00","$13.46","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Кулер для ноутбука CrownMicro CMLS-130 (up to 19"", Red backlight, 1xCooler)","2","0","0","0","Unknown","$0.00","$17.20","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер для ноутбука CrownMicro CMLS-132 (up to 19"", Green backlight, 1xCooler)","1","0","0","0","Unknown","$0.00","$14.11","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер для ноутбука CrownMicro CMLS-133 (up to 19"", Orange backlight, 1xCooler)","3","0","4","1","Unknown","$0.00","$13.88","$0.00","0.0%","23.1","27.4","LOW","30d","4 weeks (1x)"
"Кулер для ноутбука CrownMicro CMLS-400 (up to 17"", 1xCooler)","9","0","0","0","""CrownMicro""","$3.85","$5.19","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер для ноутбука Genesis NHG-1678 OXID 450 RGB (up to 15.6"", LED Light, 1xUSB, 1xCooler)","6","0","2","0","""Impakt""","$15.11","$23.08","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кулер для ноутбука Genesis NHG-2075 OXID 260 (up to 17.3"", LED Light, 2xUSB, 4xCooler)","1","0","1","0","Unknown","$0.00","$17.52","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер для ноутбука Natec NPL-2252 Dipper 2 (up to 17.3"", LED Light, 1xUSB, 1xCooler)","18","0","1","0","""Impakt""","$8.48","$13.06","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер для ноутбука Natec Oriole NPL-1926 (up to 17.3"", LED Light, 2xUSB, 3xCooler)","2","0","0","0","Unknown","$0.00","$17.09","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 360 A-RGB White (Universal socket INTEL, PWM)","7","0","0","0","""Kosatec""","$91.60","$118.92","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 360 Black (Universal socket INTEL, PWM)","1","15","0","0","""Kosatec""","$78.47","$101.56","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения DeepCool GAMMAXX L240 A-RGB","1","0","0","0","""DG Comp""","$56.56","$56.56","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Thermaltake TH360 ARGB Sync (Universal socket INTEL, PWM)","6","0","1","0","""X-ART""","$79.49","$79.49","$0.00","41.9%","∞","12.8","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Thermaltake TH360 V2 ARGB Sync (Universal socket INTEL, PWM)","3","0","0","0","""Kosatec""","$97.70","$124.81","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Thermaltake TH360 V2 ARGB Sync Snow Edition (Universal socket INTEL, PWM, White)","1","0","1","0","""Kosatec""","$99.22","$128.22","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Thermaltake TH420 ARGB Sync  (Universal socket INTEL, PWM)","3","0","0","0","""X-ART""","$98.72","$98.72","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения XYZ AQUAPULSE 360 Black (INTEL/AMD, A-RGB Screen, X-WC-AQUA-360B)","2","0","0","0","""XYZ""","$41.60","$54.61","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения XYZ HYDROTEMP 240 Black (INTEL/AMD, A-RGB Screen, X-WC-HYDROTEMP-240B)","1","0","0","0","""XYZ""","$38.18","$50.12","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения XYZ HYDROTEMP 360 Black (INTEL/AMD, A-RGB Screen, X-WC-HYDROTEMP-360B)","4","0","1","0","""XYZ""","$49.35","$64.78","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Кулер/Столик для ноутбука CrownMicro CMLS-100 (up to 17"", 2xCooler, adjustable height, Silver)","3","0","1","0","Unknown","$0.00","$28.79","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер/Столик для ноутбука CrownMicro CMLS-116G (up to 17"", 2xCooler, adjustable height)","2","0","1","0","Unknown","$0.00","$20.04","$0.00","27.9%","∞","12.4","NO","30d","4 weeks (1x)"
"Мат. плата Arktek H81 AK-H81M EL (S-1150, H81, VGA, HDMI, PCI-E, 2DDR3, PCI, SATA3, GbLAN)","6","0","0","0","Unknown","$0.00","$35.23","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата ASROCK H510M-HDV/M.2 SE (S-1200, H510, VGA, DVI, HDMI, 2xPCI-E, 2DDR4, M.2, SATA3, GbLAN)","2","0","0","0","""Kosatec""","$53.21","$69.55","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B760M-A D4-CSM (S-1700, B760, 2xHDMI, DP, 3xPCI-E, 4xDDR4, 2xM.2, SATAIII, PCI, SATA3, GbLAN)","2","0","3","1","""DG Comp""","$119.45","$119.45","$11.06","9.3%","20","27.8","LOW","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B760M-K D4 (S-1700, B760, VGA, HDMI, 2xPCI-E, 2xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)","6","0","4","0","""DG Comp""","$99.71","$99.71","$0.00","10.3%","∞","9.4","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME H510M-K (S-1200, H510, VGA, HDMI, PCI-E, 2DDR4, PCI, SATA3, GbLAN)","2","0","0","0","Unknown","$0.00","$67.14","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME H610M-F D4 R2.0 (S-1700, H610, HDMI, PCI-E, 2xDDR4, 1xM.2, 4xSATAIII, GbLAN)","13","0","8","0","""DG Comp""","$67.13","$67.13","$0.00","0.0%","∞","12.4","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME H610M-K D4 (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, PCI, SATA3, GbLAN)","1","0","0","0","""IT Plaza""","$83.91","$72.38","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME H770-PLUS D4 (S-1700, H770, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, 4xSATA3, GbLAN)","1","0","0","0","Unknown","$0.00","$188.43","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME X870-P WIFI (S-AM5, X870, HDMI, 1xPCI-E 5.0, 3xPCI-E 4.0, 4xDDR5, SATAIII RAID, PCI, BT5.4, 2.5GbLAN)","1","0","0","0","""DG Comp""","$277.89","$277.89","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME Z790-P (S-1700, Z790, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)","2","0","0","0","""DG Comp""","$193.49","$193.49","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME Z790-P WIFI (S-1700, Z790, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)","8","0","1","0","""DG Comp""","$214.25","$214.25","$0.00","18.5%","∞","15.4","NO","30d","4 weeks (1x)"
"Мат. плата ASUS TUF GAMING Z790-BTF WIFI (S-1700, Z790, HDMI, DP, 3xPCI-E, 4DDR5, 4xM.2, SATA3, Wi-Fi 7, GbLAN)","1","0","0","0","""Nout.am""","$392.82","$392.82","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte A520M-K V2 (S-AM4, A520, VGA, DVI, HDMI, 3xPCI-E, 2DDR4, SATAIII RAID, M.2, PCI, SATA3, GbLAN)","15","0","0","0","""Kosatec""","$45.57","$58.71","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B650 Eagle AX (S-AM5, B650, HDMI/DP, 4xPCI-E, 4DDR5, 3xM.2, SATAIII RAID, GbLAN)","5","0","1","0","""Kosatec""","$129.58","$169.50","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B760M Gaming (S-1700, B760, HDMI, DP, 3xPCI-E, 2DDR4, 2xM.2, SATAIII RAID, SATA3, GbLAN, B760MGAMINGDDR4)","1","0","1","0","""Kosatec""","$89.40","$116.98","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte B850M DS3H (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)","5","0","0","0","""Kosatec""","$136.92","$176.42","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte X870 GAMING WF6 (S-AM5, X870, HDMI/2xUSB4 DP, 1xPCI-E 5.0x16, 2xPCI-E 3.0x1, 4DDR5, 2.5GbLAN, Wi-Fi 6)","5","0","0","0","""Kosatec""","$196.27","$252.89","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Мат. плата Gigabyte Z790 EAGLE (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, 2.5GbLAN)","3","0","0","0","""Kosatec""","$164.57","$212.04","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Мат. плата MSI PRO B760M-E (S-1700, B760, VGA, HDMI, 2xPCI-E, 2DDR4, M.2, SATAIII RAID, PCI, SATA3, GbLAN)","1","0","0","0","Unknown","$0.00","$105.11","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мат. плата MSI PRO H610M-E DDR4 (S-1700, H610, VGA, HDMI, 2PCI-E, 2DDR4, SATA3, GbLAN)","6","0","4","0","""IT Trading""","$68.12","$68.12","$0.00","28.0%","∞","22.9","NO","30d","4 weeks (1x)"
"Микрофон Natec Adder NMI-0776 (3.5mm Jack, Black)","5","0","0","0","Unknown","$0.00","$7.49","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Микрофон SVEN MK-200","3","0","0","0","""SVEN"" (OOO Regard)","$2.10","$2.68","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 CRUCIAL CT16G4DFRA32A (3200MHz, 1.2v)","4","0","0","0","""Kosatec""","$45.33","$58.66","$0.00","0.0%","∞","19.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 PATRIOT PSD416G32002 (3200MHz)","14","0","37","23","""Patriot""","$36.50","$48.18","$0.00","0.0%","11.4","58","HIGH","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 PATRIOT PSP416G320081H1 (3200MHz, Heatsink)","1","0","0","0","""Patriot""","$24.25","$31.75","$0.00","0.0%","∞","18","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Steel RGB PVSR416G360C0K (3600MHz)","3","0","1","0","Unknown","$0.00","$64.51","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR5 CRUCIAL CT16G48C40U5 (4800MHz)","3","0","4","1","""Kosatec""","$37.33","$48.24","$55.86","115.8%","23.1","37.2","MEDIUM","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR5 PATRIOT PSD516G480081 (PC21330, 4800MHz)","13","0","0","0","""Patriot""","$31.00","$49.45","$0.00","0.0%","∞","15.9","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR5 PATRIOT PSD516G560081 (5600MHz)","10","0","0","0","Unknown","$0.00","$45.62","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 2GB DDRII PATRIOT PSD22G80026 (PC6400, 800MHz)","7","0","0","0","""Patriot""","$7.00","$9.65","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Корпус Desktop CrownMicro CM-1907-3 black (ITX, 300W)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT PSD432G32002 (3200MHz, 1.2v)","8","0","2","0","""Patriot""","$44.00","$56.92","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G320C6 (3200MHz)","2","0","0","0","""Patriot""","$49.00","$62.59","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8 (3600MHz)","5","0","0","0","""Patriot""","$51.00","$66.50","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8K (2x16GB, 3600MHz)","1","0","0","0","""Patriot""","$46.00","$58.81","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVSR432G360C0K (2x16GB, 3600MHz)","3","0","0","0","""Patriot""","$52.00","$68.10","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 Crucial CT2K16G56C46U5 (2x16GB, 5600MHz)","6","0","1","0","""Kosatec""","$75.84","$99.33","$0.00","0.0%","∞","12.4","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 Crucial CT32G48C40U5 (4800MHz)","1","0","0","0","""Kosatec""","$71.89","$97.05","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 G.Skill Ripjaws M5 RGB F5-6000J3238F16GX2-RM5R (2x16GB, 6000MHz, CL32, White)","4","0","1","0","""SPARKLE Disti FZE""","$118.00","$151.14","$0.00","78.1%","∞","12.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 G.Skill Ripjaws M5 RGB F5-6000J3648D16GX2-RM5NRW (2x16GB, 6000MHz, CL36, White)","9","0","1","0","""SPARKLE Disti FZE""","$98.00","$125.53","$0.00","81.6%","∞","12.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 G.Skill Trident Z5 RGB F5-6000J3636F16GX2-TZ5R (2x16GB, 6000MHz, CL36, White)","4","0","1","0","""SPARKLE Disti FZE""","$102.00","$130.65","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 Kingston Fury Beast KF556C36BBEK2-32 (2x16GB, 5600MHz)","9","0","1","0","""DG Comp""","$119.45","$119.45","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 Kingston Fury Beast KF560C30BBEK2-32 (6000MHz)","2","0","0","0","""Kosatec""","$112.03","$144.89","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 Kingston Fury Beast RGB KF556C36BBEAK2-32 (2x16GB, 5600MHz)","1","0","1","0","""DG Comp""","$128.14","$128.14","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G48002 (4800MHz)","12","0","0","0","""Patriot""","$57.00","$77.12","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G4800K (2x16GB, 4800MHz)","1","0","0","0","""Patriot""","$61.00","$78.92","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G56002 (5600MHz)","14","0","4","0","Unknown","$0.00","$87.09","$0.00","118.2%","∞","14.6","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 4GB DDR3 PATRIOT PSD34G160081 (PC12800, 1600MHz)","18","0","4","0","""Patriot""","$5.50","$7.20","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 4GB DDR4 PATRIOT PSD44G266681 (PC21330, 2666MHz)","21","0","5","0","""Patriot""","$9.25","$11.11","$0.00","0.0%","∞","20.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR5 Crucial CT2K32G56C46U5 (2x32GB, 5600MHz)","4","0","0","0","""Tier Distribution""","$136.45","$183.04","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR5 Kingston Fury Beast RGB KF556C36BBEAK2-64 (2x32GB, 5600MHz)","4","0","2","0","""DG Comp""","$225.43","$225.43","$0.00","69.0%","∞","13.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast RGB KF560C36BBEAK2-64 (2x32GB, 6000MHz)","1","0","1","0","""Kosatec""","$196.02","$255.28","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR3 PATRIOT PSD38G16002 (PC12800, 1600MHz)","8","0","1","0","""Patriot""","$16.50","$22.49","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 CRUCIAL CT8G4DFRA32A (3200MHz, 1.2v)","11","0","0","0","""Kosatec""","$29.42","$37.44","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G32002 (3200MHz)","19","0","14","0","""Patriot""","$35.50","$36.21","$0.00","140.7%","∞","30","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR5 PATRIOT PSD58G560041 (5600MHz)","1","0","0","0","Unknown","$0.00","$26.94","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR4 PATRIOT PSD416G320081S (3200MHz)","5","0","5","0","""Patriot""","$36.50","$48.29","$0.00","0.0%","29.4","39.7","MEDIUM","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR5 Crucial CT16G56C46S5 (5600MHz)","1","0","3","2","""Kosatec""","$37.81","$49.35","$0.00","0.0%","10","59.6","HIGH","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR5 PATRIOT PSD516G480081S (4800MHz)","1","0","0","0","""Nout.am""","$48.21","$48.21","$0.00","0.0%","∞","12.1","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 16GB DDR5 PATRIOT PSD516G560081S (5600MHz)","8","0","2","0","""Patriot""","$35.50","$45.00","$0.00","0.0%","∞","13.1","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 32GB DDR4 PATRIOT PSD432G32002S (3200MHz)","11","0","0","0","""Patriot""","$45.00","$62.62","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 32GB DDR5 Crucial CT32G56C46S5 (5600MHz)","6","0","14","8","""Kosatec""","$108.07","$127.01","$0.00","0.0%","12.8","45.4","MEDIUM","30d","4 weeks (1x)"
"Модуль памяти SODIMM 32GB DDR5 PATRIOT PSD532G48002S (4800MHz)","3","0","0","0","""Patriot""","$59.00","$87.05","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G16002S (1600MHz, 1.5V)","11","0","3","0","Unknown","$0.00","$6.16","$0.00","170.6%","∞","15.7","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G160081S (PC12800, 1600MHz)","12","0","1","0","""Patriot""","$5.50","$6.73","$0.00","0.0%","∞","11.8","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G1600L2S SL (1600MHz, 1.35V)","16","0","0","0","""Patriot""","$5.50","$7.08","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 4GB DDR4 PATRIOT PSD44G266681S (2666MHz)","9","0","4","0","Unknown","$0.00","$10.38","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 8GB DDR3 PATRIOT PSD38G16002S (PC12800, 1600MHz)","33","0","7","0","""Patriot""","$9.50","$11.98","$0.00","0.0%","∞","17.4","NO","30d","4 weeks (1x)"
